Start Date,End Date,"To what extent do you agree with the following statement? If a person has difficulty with speech, it means they also have intellectual deficiencies",Is it common for a person who has had a stroke or brain injury to have difficulties with speech and communication?,Have you ever heard the term aphasia?,"In your own words, how does aphasia affect the afflicted person",Which of the following best describes aphasia?,"If you can recall, where do you think you first heard about aphasia?",,Have you ever been diagnosed with aphasia?,How long ago were you diagnosed with aphasia?,"Besides yourself, do you know someone who has been diagnosed with aphasia?",Do you know someone who has been diagnosed with aphasia?,Which of the following are causes of aphasia? (select all that apply),,,,,"In the past year, how many times have you seen or heard mention of aphasia in a newspaper or magazine (paper or online), on TV, or on the radio?",Where was the last place you recall reading or hearing about aphasia?,Region,Household Income,Device Type,Age,Gender
4/20/22 15:56,4/20/22 15:59,strongly disagree,Yes,Yes,it makes a person unable to communicate effectively,A language disorder,"In a newspaper, magazine or online publication",,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,None,Google Story,South Atlantic,"$100,000-$124,999",Android Phone / Tablet,30-44,Male
4/20/22 15:57,4/20/22 15:59,strongly disagree,Yes,Yes,I know of the word and have heard it been used but I don't remember what it is.,A heart condition,On TV or in a movie,,No,,,No,,,,,I'm not sure,3-Jan,I believe it was either the show called the resident or Gray's anatomy.,East North Central,"$50,000-$74,999",Android Phone / Tablet,30-44,Female
4/20/22 15:58,4/20/22 15:58,strongly agree,I don't know,No,,,,,,,,,,,,,,,,Pacific,Prefer not to answer,Android Phone / Tablet,30-44,Female
4/20/22 15:55,4/20/22 15:58,strongly disagree,Yes,Yes,It affects language comprehension,A language disorder,From a family member or friend,,No,,,No,,,Traumatic brain injury,,,3-Jan,My brother who works with children with disabilities,West South Central,"$150,000-$174,999",iOS Phone / Tablet,30-44,Female
4/20/22 15:56,4/20/22 15:58,strongly disagree,Yes,Yes,It affects the way they understand and/or use language to communicate,A language disorder,Other (please specify),graduate school and undergrad,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,6-Apr,aSHA magazine,Middle Atlantic,"$100,000-$124,999",Android Phone / Tablet,30-44,Female
4/20/22 15:53,4/20/22 15:58,strongly disagree,Yes,Yes,Idk,I’m not sure,On TV or in a movie,,No,,,I don't know,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,TV,Middle Atlantic,"$25,000-$49,999",iOS Phone / Tablet,> 60,Female
4/20/22 15:57,4/20/22 15:58,neutral,Yes,Yes,Uncertainty,A heart condition,From a doctor,,Yes,1 - 2 years,Yes,,,Brain tumor,,,,6-Apr,No where,South Atlantic,"$50,000-$74,999",iOS Phone / Tablet,18-29,Male
4/20/22 15:55,4/20/22 15:58,strongly disagree,Yes,Yes,The person has difficulty speaking.,None of the above,Other (please specify),In mortuary school,No,,,No,Stroke,,Traumatic brain injury,,,None,In pathology class,Middle Atlantic,"$25,000-$49,999",Windows Desktop / Laptop,45-60,Male
4/20/22 15:39,4/20/22 15:57,somewhat disagree,Yes,Yes,Can’t speak normal,A language disorder,"In a newspaper, magazine or online publication",,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,6-Apr,Online and from doctors,East North Central,"$0-$9,999",iOS Phone / Tablet,> 60,Female
4/20/22 15:56,4/20/22 15:57,strongly disagree,Yes,No,,,,,,,,,,,,,,,,East South Central,"$25,000-$49,999",iOS Phone / Tablet,> 60,Female
4/20/22 15:55,4/20/22 15:56,strongly disagree,Yes,No,,,,,,,,,,,,,,,,West North Central,Prefer not to answer,Android Phone / Tablet,18-29,Female
4/20/22 15:55,4/20/22 15:56,neutral,I don't know,No,,,,,,,,,,,,,,,,Middle Atlantic,"$200,000+",iOS Phone / Tablet,18-29,Male
4/20/22 15:55,4/20/22 15:55,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Mountain,"$25,000-$49,999",Android Phone / Tablet,18-29,Male
4/20/22 15:54,4/20/22 15:55,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Middle Atlantic,"$75,000-$99,999",Android Phone / Tablet,45-60,Male
4/20/22 15:47,4/20/22 15:55,strongly disagree,Yes,Yes,Inability to communicate,A language disorder,"In a newspaper, magazine or online publication",,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Here,,"$50,000-$74,999",iOS Phone / Tablet,45-60,Female
4/20/22 15:51,4/20/22 15:54,somewhat disagree,Yes,Yes,has a hard time with speech and remember things,A circulatory condition,On TV or in a movie,,No,,,No,,,,,I'm not sure,3-Jan,watching to news,Pacific,"$50,000-$74,999",Android Phone / Tablet,45-60,Male
4/20/22 15:52,4/20/22 15:53,somewhat disagree,Yes,Yes,not sure,A language disorder,"In a newspaper, magazine or online publication",,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,newspaper,,"$50,000-$74,999",Android Phone / Tablet,> 60,Male
4/20/22 15:52,4/20/22 15:53,somewhat agree,Yes,Yes,oh I don't know. just heard the word.,I’m not sure,From a doctor,,No,,,No,,,,,I'm not sure,3-Jan,facebook,South Atlantic,"$25,000-$49,999",Android Phone / Tablet,18-29,Male
4/20/22 15:51,4/20/22 15:53,strongly disagree,Yes,Yes,A speech disorder,A language disorder,I don't recall,,No,,,I don't know,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Online,Pacific,"$100,000-$124,999",iOS Phone / Tablet,45-60,Female
4/20/22 15:53,4/20/22 15:53,somewhat disagree,I don't know,No,,,,,,,,,,,,,,,,Middle Atlantic,"$25,000-$49,999",Android Phone / Tablet,30-44,Male
4/20/22 15:50,4/20/22 15:53,strongly disagree,Yes,Yes,sight and speech issues that come and go,A circulatory condition,From a family member or friend,,No,,,Yes,,Brain tumor,,,,3-Jan,"TV show, ""House""",Pacific,"$75,000-$99,999",Android Phone / Tablet,45-60,Female
4/20/22 15:50,4/20/22 15:52,strongly disagree,Yes,Yes,It varies depending on the etiology of the injury to the brain.,None of the above,Other (please specify),In college,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,6-Apr,Medline articles,Pacific,"$200,000+",Windows Desktop / Laptop,> 60,Female
4/20/22 15:48,4/20/22 15:51,somewhat agree,Yes,Yes,They lose the ability to communicate. ,I’m not sure,"In a newspaper, magazine or online publication",,No,,,No,,,,,I'm not sure,10 or more,News accounts re Bruce Willis.,South Atlantic,"$100,000-$124,999",Other,> 60,Male
4/20/22 15:48,4/20/22 15:50,somewhat disagree,Yes,Yes,Speech,A language disorder,I don't recall,,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,None,I’m not sure,Middle Atlantic,"$25,000-$49,999",iOS Phone / Tablet,18-29,Female
4/20/22 15:48,4/20/22 15:50,somewhat agree,Yes,Yes,Difficulty coming up with words,A language disorder,Other (please specify),School,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Bruce Willis,South Atlantic,"$50,000-$74,999",iOS Phone / Tablet,30-44,Female
4/20/22 15:48,4/20/22 15:49,strongly disagree,Yes,Yes,Idk,A heart condition,I don't recall,,No,,,No,,,,,I'm not sure,None,Idk,Middle Atlantic,"$25,000-$49,999",iOS Phone / Tablet,30-44,Female
4/20/22 15:39,4/20/22 15:49,strongly disagree,Yes,Yes,he would have trouble expressing himself verbally or understanding what another person is saying,A language disorder,I don't recall,,No,,,I don't know,Stroke,Brain tumor,Traumatic brain injury,,,None,I have no idea; it's not that obscure a word or idea that one would notice it. It's just part of the body of knowledge that any reasonably well-informed person should be expected to have,East North Central,"$25,000-$49,999",Windows Desktop / Laptop,> 60,Male
4/20/22 15:43,4/20/22 15:49,strongly disagree,Yes,Yes,weakens muscles including those needed for speech,None of the above,"In a newspaper, magazine or online publication",,No,,,Yes,,,Traumatic brain injury,,,10 or more,Bruce Willis releasing his diagnosis to the public,South Atlantic,"$125,000-$149,999",Android Phone / Tablet,30-44,Male
4/20/22 15:42,4/20/22 15:49,neutral,Yes,Yes,"It can affect the grammar, meaning of words, and just the overall syntax of speech.",A language disorder,"In a newspaper, magazine or online publication",,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,None,In a scientific article,West South Central,"$100,000-$124,999",iOS Phone / Tablet,18-29,Male
4/20/22 15:46,4/20/22 15:49,somewhat agree,Yes,Yes,It is a deficit in speech which obviously creates a communication problem.,A language disorder,"In a newspaper, magazine or online publication",,No,,,No,,,,,I'm not sure,3-Jan,Bruce Willis-recent news,South Atlantic,"$75,000-$99,999",Android Phone / Tablet,> 60,Female
4/20/22 15:48,4/20/22 15:48,somewhat disagree,Yes,No,,,,,,,,,,,,,,,,South Atlantic,"$10,000-$24,999",iOS Phone / Tablet,30-44,Female
4/20/22 16:00,4/20/22 16:00,neutral,Yes,No,,,,,,,,,,,,,,,,South Atlantic,"$50,000-$74,999",Android Phone / Tablet,30-44,Male
4/20/22 15:46,4/20/22 15:48,strongly disagree,Yes,Yes,it affects your ability to stand up and speak,I’m not sure,On TV or in a movie,,No,,,No,,,Traumatic brain injury,,,3-Jan,online,New England,"$25,000-$49,999",Android Phone / Tablet,45-60,Male
4/20/22 15:47,4/20/22 15:48,somewhat agree,Yes,No,,,,,,,,,,,,,,,,South Atlantic,Prefer not to answer,Android Phone / Tablet,18-29,Female
4/20/22 15:45,4/20/22 15:46,neutral,No,Yes,Can’t breathe,None of the above,On TV or in a movie,,No,,,No,,,Traumatic brain injury,,,9-Jul,Dr oz,East North Central,"$50,000-$74,999",iOS Phone / Tablet,18-29,Female
4/20/22 15:45,4/20/22 15:46,strongly agree,I don't know,No,,,,,,,,,,,,,,,,West South Central,"$25,000-$49,999",iOS Phone / Tablet,30-44,Female
4/20/22 15:43,4/20/22 15:46,strongly disagree,Yes,Yes,Unable to express thoughts,A language disorder,Other (please specify),College studies,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,A child diagnosed in my classroom,West South Central,"$25,000-$49,999",iOS Phone / Tablet,> 60,Female
4/20/22 15:44,4/20/22 15:45,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Mountain,"$10,000-$24,999",iOS Phone / Tablet,45-60,Female
4/20/22 15:43,4/20/22 15:45,strongly disagree,Yes,Yes,It is difficult to produce language ,A language disorder,On TV or in a movie,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,10 or more,On TV discussing Bruce Willis,Middle Atlantic,"$200,000+",iOS Phone / Tablet,45-60,Female
4/20/22 15:43,4/20/22 15:44,strongly disagree,Yes,Yes,na,A language disorder,Other (please specify),schooling,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,6-Apr,school,Pacific,"$50,000-$74,999",iOS Phone / Tablet,18-29,Female
4/20/22 15:43,4/20/22 15:44,strongly disagree,I don't know,No,,,,,,,,,,,,,,,,Middle Atlantic,"$10,000-$24,999",iOS Phone / Tablet,18-29,Female
4/20/22 15:43,4/20/22 15:43,somewhat disagree,Yes,No,,,,,,,,,,,,,,,,East North Central,"$25,000-$49,999",Windows Desktop / Laptop,> 60,Male
4/20/22 15:36,4/20/22 15:43,strongly disagree,Yes,Yes,causes insecurities in the afflicted person as it affects how they are perceived in the outside world,A language disorder,Other (please specify),from medical literature,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Bruce Willis was recently diagnosed,West South Central,"$125,000-$149,999",Android Phone / Tablet,45-60,Female
4/20/22 15:39,4/20/22 15:43,strongly disagree,Yes,Yes,I believe it effects the part of the brain that controls speech,None of the above,From a family member or friend,,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,TV,New England,"$125,000-$149,999",MacOS Desktop / Laptop,> 60,Female
4/20/22 15:42,4/20/22 15:42,neutral,I don't know,No,,,,,,,,,,,,,,,,East North Central,"$50,000-$74,999",iOS Phone / Tablet,18-29,Female
4/20/22 15:42,4/20/22 15:42,strongly agree,No,No,,,,,,,,,,,,,,,,Middle Atlantic,"$125,000-$149,999",Android Phone / Tablet,45-60,Male
4/20/22 15:34,4/20/22 15:41,strongly disagree,Yes,Yes,An impairment of speech but not thought.  happens in M.S. also,A language disorder,"In a newspaper, magazine or online publication",,No,,,No,Stroke,,Traumatic brain injury,,,3-Jan,while reading about MS (which I have) Aphasia was mentioned so I looked it up to see about the correlation,Mountain,"$25,000-$49,999",Android Phone / Tablet,> 60,Male
4/20/22 15:40,4/20/22 15:41,strongly agree,Yes,Yes,Dysfunction of speech,A language disorder,From a doctor,,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,9-Jul,Doctor,West South Central,"$75,000-$99,999",iOS Phone / Tablet,18-29,Male
4/20/22 15:39,4/20/22 15:40,strongly disagree,Yes,No,,,,,,,,,,,,,,,,South Atlantic,Prefer not to answer,iOS Phone / Tablet,45-60,Female
4/20/22 15:37,4/20/22 15:38,strongly disagree,Yes,Yes,their vocabulary,A language disorder,On TV or in a movie,,No,,,Yes,Stroke,,,,,3-Jan,"it was just a mention on TV, or a read",West South Central,"$25,000-$49,999",Android Phone / Tablet,30-44,Female
4/20/22 15:30,4/20/22 15:38,somewhat disagree,Yes,Yes,"Aphasia can cause difficulties producing speech in a number of ways through the inability to produce words, or the inability to produce correct words. It seems like experiencing aphasia would be a deeply isolating and frustrating experience. My college advisor was experiencing early onset dementia with aphasia as a symptom, and even when we as students were happy to be patient and helpful, it was really emotionally damaging to him. When talking to him it was clear that he was a very smart man who felt like he was trapped.",A language disorder,Other (please specify),AP Psychology class,No,,,I don't know,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,I think it was related to neurological impacts of Covid? I’m not sure where though,South Atlantic,"$25,000-$49,999",iOS Phone / Tablet,18-29,Female
4/20/22 15:36,4/20/22 15:37,strongly disagree,Yes,Yes,makes speech difficult,A language disorder,From a family member or friend,,Yes,More than 3 years ago,Yes,,Stroke,Brain tumor,Traumatic brain injury,,,None,family,New England,"$75,000-$99,999",Android Phone / Tablet,18-29,Female
4/20/22 15:37,4/20/22 15:37,somewhat disagree,I don't know,No,,,,,,,,,,,,,,,,East North Central,"$10,000-$24,999",Android Phone / Tablet,18-29,Male
4/20/22 15:35,4/20/22 15:37,somewhat disagree,Yes,Yes,They have problems with word finding,A language disorder,From a family member or friend,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,My partner who is an occupational therapist,East North Central,"$150,000-$174,999",iOS Phone / Tablet,30-44,Male
4/20/22 15:36,4/20/22 15:37,strongly disagree,Yes,No,,,,,,,,,,,,,,,,East North Central,"$200,000+",Android Phone / Tablet,45-60,Male
4/20/22 15:36,4/20/22 15:36,strongly disagree,Yes,No,,,,,,,,,,,,,,,,South Atlantic,"$25,000-$49,999",iOS Phone / Tablet,> 60,Female
4/20/22 15:33,4/20/22 15:36,strongly disagree,Yes,Yes,Have trouble with communication,A language disorder,"In a newspaper, magazine or online publication",,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Online.,Pacific,"$50,000-$74,999",iOS Phone / Tablet,> 60,Female
4/20/22 15:35,4/20/22 15:36,somewhat disagree,I don't know,Yes,unsure,I’m not sure,On TV or in a movie,,No,,,No,,,,,I'm not sure,3-Jan,TV show,South Atlantic,"$75,000-$99,999",Android Phone / Tablet,30-44,Male
4/20/22 15:33,4/20/22 15:36,strongly disagree,Yes,Yes,they cannot say the word they want to say,None of the above,From a doctor,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,on television,Middle Atlantic,"$50,000-$74,999",Windows Desktop / Laptop,> 60,Female
4/20/22 15:34,4/20/22 15:35,neutral,Yes,Yes,vjgh,A spinal condition,From a doctor,,Yes,1 - 2 years,Yes,,,Brain tumor,,,,9-Jul,fhcg,Pacific,"$100,000-$124,999",Android Phone / Tablet,30-44,Male
4/20/22 15:33,4/20/22 15:34,somewhat disagree,Yes,No,,,,,,,,,,,,,,,,South Atlantic,"$100,000-$124,999",iOS Phone / Tablet,30-44,Female
4/20/22 15:29,4/20/22 15:33,strongly disagree,Yes,Yes,Laps of words,A language disorder,I don't recall,,No,,,No,,,,,I'm not sure,None,Don’t recall,Pacific,"$100,000-$124,999",MacOS Desktop / Laptop,> 60,Female
4/20/22 15:31,4/20/22 15:33,strongly disagree,Yes,Yes,"Aphasia can come in different ways, some in understanding and comprehending, some with speech and communication, and it is an impairment in such areas.",None of the above,Other (please specify),School,No,,,No,,Brain tumor,Traumatic brain injury,,,None,In my university class,,Prefer not to answer,Android Phone / Tablet,18-29,Female
4/20/22 15:24,4/20/22 15:32,neutral,Yes,Yes,A circulation condition ,A circulatory condition,From a family member or friend,,No,,,Yes,,,Traumatic brain injury,,,3-Jan,Though friend,West South Central,"$10,000-$24,999",iOS Phone / Tablet,45-60,Female
4/20/22 15:31,4/20/22 15:31,strongly agree,Yes,Yes,bad,A spinal condition,From a family member or friend,,Yes,2 - 3 years,Yes,,,,Traumatic brain injury,Heart Disease,,6-Apr,tv,South Atlantic,"$50,000-$74,999",Android Phone / Tablet,45-60,Male
4/20/22 15:30,4/20/22 15:31,strongly disagree,Yes,No,,,,,,,,,,,,,,,,West South Central,"$125,000-$149,999",Windows Desktop / Laptop,> 60,Male
4/20/22 15:28,4/20/22 15:31,strongly disagree,Yes,Yes,I believe there is memory loss I have just heard of this because Bruce Willis,None of the above,Other (please specify),From the actor Bruce Willis announcement,No,,,No,,,,,I'm not sure,6-Apr,Television show,Mountain,"$100,000-$124,999",iOS Phone / Tablet,45-60,Female
4/20/22 15:29,4/20/22 15:30,somewhat agree,Yes,No,,,,,,,,,,,,,,,,,"$25,000-$49,999",Android Phone / Tablet,18-29,Female
4/20/22 15:28,4/20/22 15:30,strongly disagree,Yes,Yes,Spoken and written language issues can stem from aphasia,A language disorder,From a family member or friend,,No,,,Yes,,,,,I'm not sure,3-Jan,A friend,East South Central,Prefer not to answer,iOS Phone / Tablet,45-60,Female
4/20/22 15:28,4/20/22 15:28,strongly disagree,Yes,No,,,,,,,,,,,,,,,,South Atlantic,"$50,000-$74,999",Android Phone / Tablet,> 60,Male
4/20/22 15:28,4/20/22 15:28,somewhat disagree,I don't know,No,,,,,,,,,,,,,,,,South Atlantic,"$25,000-$49,999",iOS Phone / Tablet,45-60,Female
4/20/22 15:28,4/20/22 15:28,neutral,Yes,No,,,,,,,,,,,,,,,,West North Central,"$50,000-$74,999",iOS Phone / Tablet,18-29,Male
4/20/22 15:26,4/20/22 15:28,strongly disagree,Yes,Yes,The person cannot understand or say words in a conversation.,A language disorder,On TV or in a movie,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,"In a medical program I watched on tv, not sure which one is was.",East North Central,"$25,000-$49,999",Windows Desktop / Laptop,> 60,Female
4/20/22 15:17,4/20/22 15:27,somewhat agree,Yes,Yes,Occasionally look worried,A language disorder,From a family member or friend,,No,,,No,,Brain tumor,Traumatic brain injury,,,3-Jan,On TV,South Atlantic,Prefer not to answer,iOS Phone / Tablet,> 60,Male
4/20/22 14:43,4/20/22 15:26,strongly disagree,Yes,Yes,Idk,A circulatory condition,From a doctor,,No,,,No,,Brain tumor,,Heart Disease,,6-Apr,Idk,Middle Atlantic,"$25,000-$49,999",iOS Phone / Tablet,18-29,Female
4/20/22 15:25,4/20/22 15:26,strongly agree,Yes,Yes,Suffocating,A circulatory condition,"In a newspaper, magazine or online publication",,No,,,No,Stroke,,,,,3-Jan,Tv,East North Central,"$25,000-$49,999",iOS Phone / Tablet,45-60,Male
4/20/22 15:25,4/20/22 15:25,somewhat disagree,Yes,No,,,,,,,,,,,,,,,,Middle Atlantic,"$50,000-$74,999",Android Phone / Tablet,45-60,Male
4/20/22 15:24,4/20/22 15:25,strongly disagree,I don't know,Yes,speech issues caused by the brain that affect speech and comprehension,A language disorder,I don't recall,,No,,,I don't know,Stroke,Brain tumor,,Heart Disease,,None,not sure,West North Central,"$125,000-$149,999",Android Phone / Tablet,30-44,Female
4/20/22 15:21,4/20/22 15:25,strongly disagree,Yes,Yes,"Social interactions, alienation, discrimination, assumptions",A language disorder,Other (please specify),School,No,,,No,Stroke,Brain tumor,,,,None,Medical textbook,Pacific,"$75,000-$99,999",iOS Phone / Tablet,30-44,Female
4/20/22 15:22,4/20/22 15:25,somewhat disagree,Yes,No,,,,,,,,,,,,,,,,Pacific,"$10,000-$24,999",iOS Phone / Tablet,18-29,Male
4/20/22 15:23,4/20/22 15:25,strongly disagree,Yes,Yes,I have no idea -- I've heard of it; doesn't mean I know what it is.,I’m not sure,I don't recall,,No,,,No,,,,,I'm not sure,3-Jan,don't recall,South Atlantic,"$200,000+",Windows Desktop / Laptop,> 60,Male
4/20/22 15:22,4/20/22 15:25,strongly disagree,Yes,Yes,"affects their memory, and thinking ability",None of the above,I don't recall,,No,,,No,,,,,I'm not sure,None,no where,West North Central,Prefer not to answer,Android Phone / Tablet,> 60,Female
4/20/22 15:20,4/20/22 15:24,somewhat agree,Yes,Yes,Aphasia is like a speaking disorder after a brain injury.,A language disorder,From a family member or friend,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,"my mother-in-laws doctor. she wasn't diagnosed with it, but she was concerned after her brain injury/stroke.",Pacific,"$50,000-$74,999",Android Phone / Tablet,30-44,Male
4/20/22 15:22,4/20/22 15:24,strongly disagree,Yes,Yes,difficulty understanding speech and speaking,I’m not sure,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Bruce Willis in the news,Pacific,"$75,000-$99,999",Android Phone / Tablet,30-44,Female
4/20/22 15:22,4/20/22 15:23,strongly disagree,Yes,Yes,verbal communication becomes difficult,A language disorder,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,None,I don't remember,West South Central,"$25,000-$49,999",Android Phone / Tablet,18-29,Male
4/20/22 15:19,4/20/22 15:22,strongly disagree,Yes,Yes,it affects the persons ability to communicate effectively,None of the above,From a family member or friend,,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,None,maybe a doctors office magazine but I can't remember,Pacific,"$75,000-$99,999",Android Phone / Tablet,30-44,Male
4/20/22 15:20,4/20/22 15:22,neutral,Yes,Yes,Speaking  ,A language disorder,On TV or in a movie,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,9-Jul,Movie,Middle Atlantic,"$150,000-$174,999",Android Phone / Tablet,45-60,Male
4/20/22 15:20,4/20/22 15:21,somewhat disagree,Yes,No,,,,,,,,,,,,,,,,West North Central,"$125,000-$149,999",Android Phone / Tablet,> 60,Female
4/20/22 15:20,4/20/22 15:21,strongly disagree,I don't know,No,,,,,,,,,,,,,,,,East North Central,"$200,000+",iOS Phone / Tablet,> 60,Male
4/20/22 15:14,4/20/22 15:21,somewhat agree,Yes,Yes,positively,A heart condition,"In a newspaper, magazine or online publication",,Yes,1 - 2 years,No,,,Brain tumor,,,,9-Jul,Hospital,South Atlantic,"$75,000-$99,999",Android Phone / Tablet,30-44,Male
4/20/22 15:20,4/20/22 15:20,strongly disagree,Yes,No,,,,,,,,,,,,,,,,South Atlantic,Prefer not to answer,iOS Phone / Tablet,45-60,Female
4/20/22 15:16,4/20/22 15:20,strongly disagree,Yes,Yes,A condition as a result of TBI. Brain injury effecting cognition.,None of the above,"In a newspaper, magazine or online publication",,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,9-Jul,Reading.,Pacific,"$10,000-$24,999",Android Phone / Tablet,> 60,Female
4/20/22 15:17,4/20/22 15:19,strongly disagree,Yes,Yes,inability to control speech (language),None of the above,"In a newspaper, magazine or online publication",,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,this survey,East North Central,"$175,000-$199,999",Windows Desktop / Laptop,> 60,Male
4/20/22 15:17,4/20/22 15:19,strongly disagree,Yes,Yes,difficulty finding the work you want or under standing other people's words,A language disorder,Other (please specify),nursing school,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,some medical show on tv,Pacific,"$10,000-$24,999",Android Phone / Tablet,18-29,Male
4/20/22 15:17,4/20/22 15:18,somewhat disagree,Yes,Yes,My mom had it,A circulatory condition,From a family member or friend,,No,,,Yes,Stroke,,,,,None,No,Middle Atlantic,"$50,000-$74,999",Android Phone / Tablet,45-60,Male
4/20/22 15:17,4/20/22 15:18,strongly disagree,Yes,No,,,,,,,,,,,,,,,,West North Central,"$50,000-$74,999",Android Phone / Tablet,45-60,Male
4/20/22 15:17,4/20/22 15:17,strongly disagree,Yes,No,,,,,,,,,,,,,,,,West North Central,"$25,000-$49,999",Android Phone / Tablet,18-29,Female
4/20/22 15:17,4/20/22 15:17,somewhat disagree,Yes,No,,,,,,,,,,,,,,,,Mountain,"$25,000-$49,999",iOS Phone / Tablet,18-29,Female
4/20/22 15:17,4/20/22 15:17,strongly disagree,I don't know,No,,,,,,,,,,,,,,,,East North Central,"$75,000-$99,999",Windows Desktop / Laptop,> 60,Male
4/20/22 15:17,4/20/22 15:17,somewhat disagree,Yes,No,,,,,,,,,,,,,,,,South Atlantic,"$200,000+",iOS Phone / Tablet,45-60,Female
4/20/22 15:16,4/20/22 15:17,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Middle Atlantic,"$75,000-$99,999",Windows Desktop / Laptop,> 60,Female
4/20/22 15:14,4/20/22 15:16,somewhat disagree,Yes,Yes,Aphasia affects the person's ability to communicate,A language disorder,Other (please specify),EMT school,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,10 or more,On my ambulance,West South Central,"$50,000-$74,999",Android Phone / Tablet,30-44,Male
4/20/22 15:14,4/20/22 15:16,strongly disagree,Yes,Yes,The inability to think due to the lack of oxygen going to the brain.,A circulatory condition,Other (please specify),college,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,Heart Disease,,3-Jan,news of Bruce Willis,Middle Atlantic,"$200,000+",Android Phone / Tablet,45-60,Male
4/20/22 15:14,4/20/22 15:16,strongly disagree,Yes,Yes,Can’t communicate well,A language disorder,From a doctor,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Tv,Middle Atlantic,"$125,000-$149,999",iOS Phone / Tablet,30-44,Female
4/20/22 15:14,4/20/22 15:16,strongly disagree,Yes,Yes,Aphasia means the person struggles to find the proper words when speaking or the inability to understand words in reading or listening,A language disorder,On TV or in a movie,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,On social media,East North Central,"$100,000-$124,999",Android Phone / Tablet,30-44,Female
4/20/22 15:14,4/20/22 15:16,strongly disagree,Yes,Yes,scrambles words,A language disorder,From a family member or friend,,No,,,Yes,Stroke,,,,,3-Jan,"Movie actor who has it, on TV  ",East South Central,"$200,000+",Windows Desktop / Laptop,> 60,Female
4/20/22 15:07,4/20/22 15:15,strongly disagree,Yes,Yes,When someone has a stroke they have a hard time communicating verbally and usually can’t read or write. My Mom had all of these systems.,A language disorder,From a family member or friend,,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,From a family member.,Middle Atlantic,"$50,000-$74,999",iOS Phone / Tablet,> 60,Female
4/20/22 15:14,4/20/22 15:15,strongly disagree,Yes,Yes,Severly,A language disorder,Other (please specify),ems training,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,My mom,East North Central,"$50,000-$74,999",Android Phone / Tablet,30-44,Male
4/20/22 15:13,4/20/22 15:15,strongly disagree,Yes,Yes,They lose their hair,A circulatory condition,Other (please specify),Jada Smith,No,,,No,,,,,I'm not sure,3-Jan,Jada Smith,Pacific,"$25,000-$49,999",iOS Phone / Tablet,18-29,Female
4/20/22 15:14,4/20/22 15:15,strongly agree,Yes,Yes,good,A spinal condition,From a doctor,,Yes,Less than a year ago,Yes,,Stroke,,,,,6-Apr,good,East North Central,"$50,000-$74,999",Android Phone / Tablet,45-60,Male
