"year","gender","age","q_heard_of","q_own_words","q_describes","q_common_cva","q_intellect","q_first_heard","q_diagnosed","q_how_long_ago","q_know_someone_else","q_know_someone","q_causes_cva","q_causes_tumor","q_causes_tbi","q_causes_heart","q_causes_notsure","q_past_year","q_last_place"
"2022","Female","45-60","Yes","Confused talking","A heart condition","Yes","neutral","Other (please specify)","No",NA,NA,"I don't know","1","1","1","1","0","10 or more","Medical ads"
"2022","Female","18-29","No",NA,NA,"Yes","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","45-60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","18-29","Yes","That","A language disorder","Yes","neutral","From a family member or friend","No",NA,NA,"No","0","0","0","0","1","None","Here"
"2022","Male","30-44","No",NA,NA,"Yes","somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","45-60","Yes","Brain affected condition that can impact fine motor skills","A language disorder","Yes","strongly disagree","I don't recall","No",NA,NA,"No","1","0","1","0","0","4 to 6","Probably a medical TV show"
"2022","Female","30-44","Yes","It affects the person’s ability to form and pronounce words correctly.","A language disorder","Yes","strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"I don't know","0","0","1","0","0","7 to 9","Online"
"2022","Male","18-29","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","18-29","Yes","Yes","A circulatory condition","Yes","neutral","From a doctor","No",NA,NA,"Yes","0","0","1","0","0","1 to 3","Not sure"
"2022","Male","45-60","Yes","INABILITY TO VERBALIZE DUE TO STROKE ETC","A language disorder","Yes","strongly disagree","Other (please specify)","No",NA,NA,"Yes","1","1","1","0","0","None","I SEE IN THE HOSPITAL ALL THE TIME"
"2022","Female","18-29","Yes","unable to speak","None of the above","Yes","somewhat agree","Other (please specify)","No",NA,NA,"Yes","1","1","1","0","0","1 to 3","when Bruce Willis was diagnosed"
"2022","Female","45-60","No",NA,NA,"I don't know","somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","> 60","Yes","an inability to distinguish words","A language disorder","Yes","strongly disagree","From a family member or friend","No",NA,NA,"No","1","1","1","0","0","1 to 3","on a bulletin from my college"
"2022","Female","> 60","Yes","They can’t understand or they can’t speak or not able to write","None of the above","I don't know","strongly disagree","On TV or in a movie","No",NA,NA,"No","1","1","1","0","0","1 to 3","Tv"
"2022","Female","18-29","Yes","a symptom of a stroke that affects speach","A language disorder","Yes","strongly disagree","Other (please specify)","No",NA,NA,"No","1","1","1","0","0","None","Google"
"2022","Male","45-60","No",NA,NA,"No","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","18-29","Yes","It makes them abnormal","A spinal condition","No","neutral","From a doctor","No",NA,NA,"I don't know","0","1","1","0","0","4 to 6","The doctors office"
"2022","Female","45-60","Yes","Affects their speech and language ability and reading too","A language disorder","Yes","strongly disagree","On TV or in a movie","No",NA,NA,"No","1","1","1","0","0","1 to 3","Bruce Willis 😢"
"2022","Female","18-29","Yes","It a disorder that has effects expressive language","A language disorder","Yes","strongly disagree","I don't recall","No",NA,NA,"No","1","1","1","0","0","None","not sure"
"2022","Male","> 60","No",NA,NA,"Yes","somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","30-44","Yes","Aphasia is a word finding issue, words on tip of the tongue","A language disorder","Yes","strongly disagree","Other (please specify)","No",NA,NA,"No","1","1","1","0","0","1 to 3","Work"
"2022","Male","18-29","Yes","do a little more research on this one","A language disorder","Yes","somewhat agree","In a newspaper, magazine or online publication","No",NA,NA,"No","1","0","1","0","0","1 to 3","I am going to be okay baby I"
"2022","Female","18-29","Yes","Issues forming words to sentences","None of the above","Yes","neutral","On TV or in a movie","No",NA,NA,"No","0","0","1","0","0","None","A movie years ago"
"2022","Female","> 60","Yes","a language disorder, maybe caused by a stroke. Makes it hard for a person to communicate.","A language disorder","Yes","strongly disagree","I don't recall","No",NA,NA,"No","1","0","1","0","0","1 to 3","Internet"
"2022","Male","45-60","No",NA,NA,"Yes","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","45-60","Yes","missing a phase","A language disorder","Yes","somewhat agree","In a newspaper, magazine or online publication","No",NA,NA,"Yes","1","1","1","0","0","None","bruce Willis  has aphasia"
"2022","Male","> 60","Yes","Brain damage speech impediment","A language disorder","Yes","somewhat disagree","Other (please specify)","No",NA,NA,"No","1","1","1","0","0","1 to 3","Here."
"2022","Male","18-29","No",NA,NA,"Yes","somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","> 60","Yes","It is a language disorder that makes it difficult to communicate.","A language disorder","Yes","strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","0","0","0","0","1","1 to 3","Bruce Willis has been suffering fro this and it was in the news."
"2022","Female","> 60","Yes","It affects communication because the person has trouble finding and using the correct words, and forming the words","A language disorder","Yes","strongly disagree","From a family member or friend","No",NA,NA,"Yes","1","1","1","0","0","1 to 3","in the news about Bruce Willis' aphasia diagnosis"
"2022","Female","30-44","Yes","all I know is that it affects the brain function","None of the above","Yes","somewhat disagree","On TV or in a movie","No",NA,NA,"No","1","1","1","0","0","1 to 3","Bruce Willis announcement"
"2022","Female","> 60","Yes","They have trouble speaking and finding the word they want to use.","A language disorder","Yes","strongly disagree","I don't recall","No",NA,NA,"No","0","0","0","0","1","None","N/A"
"2022","Male","18-29","No",NA,NA,"Yes","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","30-44","Yes","forget words","A language disorder","I don't know","strongly disagree","On TV or in a movie","No",NA,NA,"No","0","0","0","0","1","1 to 3","TV show, house"
"2022","Female","45-60","Yes","Part of the brain is affected causing speach issues","A language disorder","Yes","strongly disagree","From a family member or friend","No",NA,NA,"No","1","1","1","0","0","1 to 3","My daughter"
"2022","Female","18-29","Yes","back by  zkbcsn cake xsnc js Cisco jsvhxe","A circulatory condition","Yes","strongly disagree","In a newspaper, magazine or online publication","Yes","2 - 3 years","Yes",NA,"0","1","1","0","0","1 to 3","gxb  c jcn fun up niv"
"2022","Male","30-44","Yes","Do not know. Just have heard the term before.","I’m not sure","Yes","strongly disagree","On TV or in a movie","No",NA,NA,"I don't know","0","0","0","0","1","4 to 6","Hospital"
"2022","Male","30-44","No",NA,NA,"Yes","somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","30-44","Yes","when someone can see the words in their head but can't form them...a brain to mouth disconnect","A language disorder","Yes","neutral","Other (please specify)","No",NA,NA,"No","1","1","1","0","0","1 to 3","Bruce Willis"
"2022","Female","18-29","Yes","They know what they want to say but can’t find the words","A language disorder","Yes","neutral","In a newspaper, magazine or online publication","No",NA,NA,"Yes","1","1","1","0","0","1 to 3","Online article"
"2022","Female","30-44","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","30-44","Yes","People can’t cognitively understand certain things in a certain place in their brain due to damage of that region of the brain","None of the above","Yes","strongly disagree","Other (please specify)","No",NA,NA,"I don't know","1","1","1","0","0","1 to 3","In an article"
"2022","Male","> 60","Yes","causes difficulty in talking","I’m not sure","Yes","strongly disagree","On TV or in a movie","No",NA,NA,"No","1","1","1","0","0","7 to 9","on a tv program"
"2022","Male","45-60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","> 60","Yes","It’s more difficult to swallow and speak","A circulatory condition","Yes","strongly disagree","From a doctor","No",NA,NA,"Yes","1","1","1","0","0","1 to 3","In the hospital"
"2022","Male","18-29","Yes","it makes it harder to properly use words","A language disorder","Yes","strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","1","0","0","0","1","1 to 3","news about Bruce Willis"
"2022","Female","45-60","Yes","Numbness","A circulatory condition","Yes","strongly disagree","Other (please specify)","No",NA,NA,"No","0","0","0","0","1","1 to 3","Work"
"2022","Female","> 60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","18-29","No",NA,NA,"Yes","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","18-29","Yes","Jordan","A language disorder","Yes","strongly agree","From a family member or friend","Yes","1 - 2 years","Yes",NA,"1","0","0","0","0","4 to 6","Jordan"
"2022","Male","45-60","Yes","They have confusion and difficulty expressing themselves verbally","A language disorder","Yes","somewhat disagree","In a newspaper, magazine or online publication","No",NA,NA,"Yes","1","0","0","0","0","1 to 3","News for on Bruce Willis"
"2022","Male","45-60","Yes","No","A language disorder","Yes","neutral","In a newspaper, magazine or online publication","Yes","2 - 3 years","No",NA,"0","0","1","0","0","4 to 6","No"
"2022","Female","18-29","Yes","Gracias","A spinal condition","Yes","somewhat disagree","In a newspaper, magazine or online publication","Yes","1 - 2 years","No",NA,"0","0","1","0","0","7 to 9","Gracias"
"2022","Male","> 60","Yes","unable to communicate orally","A language disorder","Yes","strongly disagree","I don't recall","No",NA,NA,"No","1","1","1","0","0","1 to 3","Bruce Willis"
"2022","Female","18-29","No",NA,NA,"I don't know","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","18-29","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","45-60","Yes","trouble remembering words","None of the above","Yes","strongly disagree","I don't recall","No",NA,NA,"No","1","1","1","1","0","1 to 3","on the news"
"2022","Female","45-60","Yes","not sure","I’m not sure","Yes","strongly disagree","From a doctor","No",NA,NA,"No","0","0","0","0","1","None","don't remember"
"2022","Male","> 60","Yes","makes  them seem demented","None of the above","Yes","somewhat disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","0","0","0","0","1","1 to 3","on the news, about Bruce Willis"
"2022","Female","45-60","Yes","You can't access the correct words for what you want to say","A language disorder","Yes","strongly disagree","I don't recall","No",NA,NA,"No","1","1","1","1","0","1 to 3","Relating to Bruce Willis"
"2022","Male","18-29","Yes","Speaking?","A language disorder","Yes","neutral","On TV or in a movie","No",NA,NA,"No","1","0","0","0","0","1 to 3","Google"
"2022","Male","45-60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","> 60","Yes","slow to respond","I’m not sure","Yes","strongly disagree","From a family member or friend","No",NA,NA,"No","0","0","1","0","0","1 to 3","tv"
"2022","Female","45-60","No",NA,NA,"Yes","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","18-29","No",NA,NA,"Yes","somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","45-60","Yes","Makes it difficult to read or discern properly or with ease.","A language disorder","Yes","somewhat disagree","From a doctor","Yes","1 - 2 years","No",NA,"1","0","0","0","0","None","At the hospital, about a year ago."
"2022","Female","30-44","Yes","Aphasia","A spinal condition","Yes","neutral","In a newspaper, magazine or online publication","Yes","Less than a year ago","Yes",NA,"1","1","0","0","0","7 to 9","News"
"2022","Male","45-60","No",NA,NA,"Yes","somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","> 60","Yes","it affects the way a person coimmunicates","A language disorder","Yes","somewhat disagree","Other (please specify)","No",NA,NA,"No","0","0","1","0","0","1 to 3","the news about bruce willis"
"2022","Male","30-44","No",NA,NA,"No","strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","18-29","Yes","not sure","I’m not sure","Yes","somewhat disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","0","0","0","0","1","None","probably years ago in a science class"
"2022","Male","> 60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","> 60","Yes","They tend to have difficulty communicating verbally","None of the above","Yes","strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"Yes","1","0","0","0","0","4 to 6","msnbc"
"2022","Male","> 60","Yes","Can't say what he/she is thinking.","None of the above","Yes","neutral","In a newspaper, magazine or online publication","No",NA,NA,"No","1","1","1","0","0","1 to 3","in an on-line article about Bruce Willis"
"2022","Male","30-44","No",NA,NA,"Yes","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","45-60","No",NA,NA,"Yes","somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","30-44","Yes","It affects their brain to where they have memory issues and confusion.","None of the above","Yes","strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","0","0","1","0","0","1 to 3","In a radio show talking about Bruce Willis"
"2022","Female","45-60","Yes","The person cannot speak or understand speech depending on the area of the brain that is affected","A language disorder","Yes","strongly disagree","Other (please specify)","No",NA,NA,"Yes","1","1","1","0","0","1 to 3","On news relating to Bruce Willis"
"2022","Male","45-60","Yes","communication problem caused by brain damage.","A language disorder","Yes","strongly disagree","From a family member or friend","No",NA,NA,"No","1","1","0","0","0","None","my friend told me that he has a coworker with aphasia."
"2022","Male","30-44","Yes","language disorder from stroke","A language disorder","Yes","somewhat disagree","From a doctor","No",NA,NA,"Yes","1","0","0","0","0","1 to 3","hospital"
"2022","Female","30-44","Yes","it causes issues with their communication","A language disorder","Yes","strongly disagree","I don't recall","No",NA,NA,"No","0","0","0","0","1","None","I am unsure"
"2022","Female","> 60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","> 60","Yes","problems with communications","A language disorder","Yes","strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","1","1","1","0","0","4 to 6","online news"
"2022","Female","45-60","Yes","makes the person unable to communicate correctly","A language disorder","Yes","strongly disagree","On TV or in a movie","No",NA,NA,"No","1","1","1","0","0","7 to 9","haven't read it"
"2022","Female","> 60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","30-44","Yes","very reliable and trustworthy","A language disorder","Yes","strongly agree","In a newspaper, magazine or online publication","Yes","1 - 2 years","Yes",NA,"1","0","1","1","0","7 to 9","I feel excited and happy"
"2022","Female","> 60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","45-60","Yes","because the ability to speak may be troublesome","A language disorder","No","somewhat disagree","I don't recall","No",NA,NA,"I don't know","1","1","1","0","0","1 to 3","fbook"
"2022","Male","45-60","Yes","Unable to understand language","A language disorder","Yes","strongly disagree","From a doctor","No",NA,NA,"No","1","1","1","0","0","10 or more","Online with Bruce Willis"
"2022","Female","18-29","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","30-44","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","30-44","No",NA,NA,"I don't know","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","30-44","Yes","it makes a person unable to communicate effectively","A language disorder","Yes","strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","1","1","1","0","0","None","Google Story"
"2022","Female","30-44","Yes","I know of the word and have heard it been used but I don't remember what it is.","A heart condition","Yes","strongly disagree","On TV or in a movie","No",NA,NA,"No","0","0","0","0","1","1 to 3","I believe it was either the show called the resident or Gray's anatomy."
"2022","Female","30-44","No",NA,NA,"I don't know","strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","30-44","Yes","It affects language comprehension","A language disorder","Yes","strongly disagree","From a family member or friend","No",NA,NA,"No","0","0","1","0","0","1 to 3","My brother who works with children with disabilities"
"2022","Female","30-44","Yes","It affects the way they understand and/or use language to communicate","A language disorder","Yes","strongly disagree","Other (please specify)","No",NA,NA,"Yes","1","1","1","0","0","4 to 6","aSHA magazine"
"2022","Female","> 60","Yes","Idk","I’m not sure","Yes","strongly disagree","On TV or in a movie","No",NA,NA,"I don't know","1","1","1","0","0","1 to 3","TV"
"2022","Male","18-29","Yes","Uncertainty","A heart condition","Yes","neutral","From a doctor","Yes","1 - 2 years","Yes",NA,"0","1","0","0","0","4 to 6","No where"
"2022","Male","45-60","Yes","The person has difficulty speaking.","None of the above","Yes","strongly disagree","Other (please specify)","No",NA,NA,"No","1","0","1","0","0","None","In pathology class"
"2022","Female","> 60","Yes","Can’t speak normal","A language disorder","Yes","somewhat disagree","In a newspaper, magazine or online publication","No",NA,NA,"Yes","1","1","1","0","0","4 to 6","Online and from doctors"
"2022","Female","> 60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","18-29","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","18-29","No",NA,NA,"I don't know","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","18-29","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","45-60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","45-60","Yes","Inability to communicate","A language disorder","Yes","strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","1","1","1","0","0","1 to 3","Here"
"2022","Male","45-60","Yes","has a hard time with speech and remember things","A circulatory condition","Yes","somewhat disagree","On TV or in a movie","No",NA,NA,"No","0","0","0","0","1","1 to 3","watching to news"
"2022","Male","> 60","Yes","not sure","A language disorder","Yes","somewhat disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","1","1","1","0","0","1 to 3","newspaper"
"2022","Male","18-29","Yes","oh I don't know. just heard the word.","I’m not sure","Yes","somewhat agree","From a doctor","No",NA,NA,"No","0","0","0","0","1","1 to 3","facebook"
"2022","Female","45-60","Yes","A speech disorder","A language disorder","Yes","strongly disagree","I don't recall","No",NA,NA,"I don't know","1","1","1","0","0","1 to 3","Online"
"2022","Male","30-44","No",NA,NA,"I don't know","somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","45-60","Yes","sight and speech issues that come and go","A circulatory condition","Yes","strongly disagree","From a family member or friend","No",NA,NA,"Yes","0","1","0","0","0","1 to 3","TV show, ""House"""
"2022","Female","> 60","Yes","It varies depending on the etiology of the injury to the brain.","None of the above","Yes","strongly disagree","Other (please specify)","No",NA,NA,"Yes","1","1","1","0","0","4 to 6","Medline articles"
"2022","Male","> 60","Yes","They lose the ability to communicate.","I’m not sure","Yes","somewhat agree","In a newspaper, magazine or online publication","No",NA,NA,"No","0","0","0","0","1","10 or more","News accounts re Bruce Willis."
"2022","Female","18-29","Yes","Speech","A language disorder","Yes","somewhat disagree","I don't recall","No",NA,NA,"Yes","1","1","1","0","0","None","I’m not sure"
"2022","Female","30-44","Yes","Difficulty coming up with words","A language disorder","Yes","somewhat agree","Other (please specify)","No",NA,NA,"No","1","1","1","0","0","1 to 3","Bruce Willis"
"2022","Female","30-44","Yes","Idk","A heart condition","Yes","strongly disagree","I don't recall","No",NA,NA,"No","0","0","0","0","1","None","Idk"
"2022","Male","> 60","Yes","he would have trouble expressing himself verbally or understanding what another person is saying","A language disorder","Yes","strongly disagree","I don't recall","No",NA,NA,"I don't know","1","1","1","0","0","None","I have no idea; it's not that obscure a word or idea that one would notice it. It's just part of the body of knowledge that any reasonably well-informed person should be expected to have"
"2022","Male","30-44","Yes","weakens muscles including those needed for speech","None of the above","Yes","strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"Yes","0","0","1","0","0","10 or more","Bruce Willis releasing his diagnosis to the public"
"2022","Male","18-29","Yes","It can affect the grammar, meaning of words, and just the overall syntax of speech.","A language disorder","Yes","neutral","In a newspaper, magazine or online publication","No",NA,NA,"No","1","1","1","0","0","None","In a scientific article"
"2022","Female","> 60","Yes","It is a deficit in speech which obviously creates a communication problem.","A language disorder","Yes","somewhat agree","In a newspaper, magazine or online publication","No",NA,NA,"No","0","0","0","0","1","1 to 3","Bruce Willis-recent news"
"2022","Female","30-44","No",NA,NA,"Yes","somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","30-44","No",NA,NA,"Yes","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","45-60","Yes","it affects your ability to stand up and speak","I’m not sure","Yes","strongly disagree","On TV or in a movie","No",NA,NA,"No","0","0","1","0","0","1 to 3","online"
"2022","Female","18-29","No",NA,NA,"Yes","somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","18-29","Yes","Can’t breathe","None of the above","No","neutral","On TV or in a movie","No",NA,NA,"No","0","0","1","0","0","7 to 9","Dr oz"
"2022","Female","30-44","No",NA,NA,"I don't know","strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","> 60","Yes","Unable to express thoughts","A language disorder","Yes","strongly disagree","Other (please specify)","No",NA,NA,"No","1","1","1","0","0","1 to 3","A child diagnosed in my classroom"
"2022","Female","45-60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","45-60","Yes","It is difficult to produce language","A language disorder","Yes","strongly disagree","On TV or in a movie","No",NA,NA,"No","1","1","1","0","0","10 or more","On TV discussing Bruce Willis"
"2022","Female","18-29","Yes","na","A language disorder","Yes","strongly disagree","Other (please specify)","No",NA,NA,"No","1","1","1","0","0","4 to 6","school"
"2022","Female","18-29","No",NA,NA,"I don't know","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","> 60","No",NA,NA,"Yes","somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","45-60","Yes","causes insecurities in the afflicted person as it affects how they are perceived in the outside world","A language disorder","Yes","strongly disagree","Other (please specify)","No",NA,NA,"No","1","1","1","0","0","1 to 3","Bruce Willis was recently diagnosed"
"2022","Female","> 60","Yes","I believe it effects the part of the brain that controls speech","None of the above","Yes","strongly disagree","From a family member or friend","No",NA,NA,"Yes","1","1","1","0","0","1 to 3","TV"
"2022","Female","18-29","No",NA,NA,"I don't know","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","45-60","No",NA,NA,"No","strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","> 60","Yes","An impairment of speech but not thought.  happens in M.S. also","A language disorder","Yes","strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","1","0","1","0","0","1 to 3","while reading about MS (which I have) Aphasia was mentioned so I looked it up to see about the correlation"
"2022","Male","18-29","Yes","Dysfunction of speech","A language disorder","Yes","strongly agree","From a doctor","No",NA,NA,"Yes","1","1","1","0","0","7 to 9","Doctor"
"2022","Female","45-60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","30-44","Yes","their vocabulary","A language disorder","Yes","strongly disagree","On TV or in a movie","No",NA,NA,"Yes","1","0","0","0","0","1 to 3","it was just a mention on TV, or a read"
"2022","Female","18-29","Yes","Aphasia can cause difficulties producing speech in a number of ways through the inability to produce words, or the inability to produce correct words. It seems like experiencing aphasia would be a deeply isolating and frustrating experience. My college advisor was experiencing early onset dementia with aphasia as a symptom, and even when we as students were happy to be patient and helpful, it was really emotionally damaging to him. When talking to him it was clear that he was a very smart man who felt like he was trapped.","A language disorder","Yes","somewhat disagree","Other (please specify)","No",NA,NA,"I don't know","1","1","1","0","0","1 to 3","I think it was related to neurological impacts of Covid? I’m not sure where though"
"2022","Female","18-29","Yes","makes speech difficult","A language disorder","Yes","strongly disagree","From a family member or friend","Yes","More than 3 years ago","Yes",NA,"1","1","1","0","0","None","family"
"2022","Male","18-29","No",NA,NA,"I don't know","somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","30-44","Yes","They have problems with word finding","A language disorder","Yes","somewhat disagree","From a family member or friend","No",NA,NA,"No","1","1","1","0","0","1 to 3","My partner who is an occupational therapist"
"2022","Male","45-60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","> 60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","> 60","Yes","Have trouble with communication","A language disorder","Yes","strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","1","1","1","0","0","1 to 3","Online."
"2022","Male","30-44","Yes","unsure","I’m not sure","I don't know","somewhat disagree","On TV or in a movie","No",NA,NA,"No","0","0","0","0","1","1 to 3","TV show"
"2022","Female","> 60","Yes","they cannot say the word they want to say","None of the above","Yes","strongly disagree","From a doctor","No",NA,NA,"No","1","1","1","0","0","1 to 3","on television"
"2022","Male","30-44","Yes","vjgh","A spinal condition","Yes","neutral","From a doctor","Yes","1 - 2 years","Yes",NA,"0","1","0","0","0","7 to 9","fhcg"
"2022","Female","30-44","No",NA,NA,"Yes","somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","> 60","Yes","Laps of words","A language disorder","Yes","strongly disagree","I don't recall","No",NA,NA,"No","0","0","0","0","1","None","Don’t recall"
"2022","Female","18-29","Yes","Aphasia can come in different ways, some in understanding and comprehending, some with speech and communication, and it is an impairment in such areas.","None of the above","Yes","strongly disagree","Other (please specify)","No",NA,NA,"No","0","1","1","0","0","None","In my university class"
"2022","Female","45-60","Yes","A circulation condition","A circulatory condition","Yes","neutral","From a family member or friend","No",NA,NA,"Yes","0","0","1","0","0","1 to 3","Though friend"
"2022","Male","45-60","Yes","bad","A spinal condition","Yes","strongly agree","From a family member or friend","Yes","2 - 3 years","Yes",NA,"0","0","1","1","0","4 to 6","tv"
"2022","Male","> 60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","45-60","Yes","I believe there is memory loss I have just heard of this because Bruce Willis","None of the above","Yes","strongly disagree","Other (please specify)","No",NA,NA,"No","0","0","0","0","1","4 to 6","Television show"
"2022","Female","18-29","No",NA,NA,"Yes","somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","45-60","Yes","Spoken and written language issues can stem from aphasia","A language disorder","Yes","strongly disagree","From a family member or friend","No",NA,NA,"Yes","0","0","0","0","1","1 to 3","A friend"
"2022","Male","> 60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","45-60","No",NA,NA,"I don't know","somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","18-29","No",NA,NA,"Yes","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
